label,#,URL,filepath,title,authors_attributed,num_characters,num_words,date,google_sentiment_score,google_sentiment_magnitude,msft_sentiment_score
0,735,http://www.bbc.co.uk/news/election-us-2016-36154988,./credible/r_283_DonaldTrumpstopfourd.txt,Donald Trumps top four deals for foreign policy,0,5804,981,4/27/2016,0,17.5,0
0,775,http://www.nytimes.com/2016/04/27/us/politics/democratic-race-sanders-clinton.html,./credible/r_802_PullingAwayFromBerni.txt,Pulling Away From Bernie Sanders Hillary Clinton Is Turning to the Fall,2,6139,1015,4/27/2016,0,15.4,0.904594063759
0,980,http://www.washingtonpost.com/news/post-politics/wp/2016/04/27/trump-if-clinton-were-a-man-i-dont-think-shed-get-5-percent-of-the-vote/,./credible/r_826_TrumpIfClintonweream.txt,Trump: If Clinton ‘were a man I don’t think she’d get 5 percent of the vote’,7,8880,1446,4/27/2016,0,21.2,0.947979062796
0,55,http://www.abcnews.go.com/Technology/uber-testing-minute-wait-rule-charging-passengers/story?id=38732326,./credible/r_141_UberTestingNew2Minut.txt,Uber Testing New 2-Minute Wait Rule Before Charging Passengers,2,1387,246,4/28/2016,-0.1,4.6,0.0188980326056
0,198,http://www.abcnews.go.com/Business/refunds-horizon-customers-kids-racked-app-amazon-charges/story?id=38718866,./credible/r_137_RefundsonHorizonforC.txt,Refunds on Horizon for Customers Whose Kids Racked Up In-App Amazon Charges,1,2594,418,4/28/2016,-0.4,9.9,0.00151034549344
0,789,http://www.cbsnews.com/news/yes-trump-can-beat-hillary-clinton/,./credible/r_344_CommentaryYesDonaldT.txt,Commentary: Yes Donald Trump can beat Hillary Clinton,1,6256,1057,4/28/2016,0,22.1,0.0653469786048
0,1071,http://www.nytimes.com/2016/04/28/us/politics/transcript-trump-foreign-policy.html,./credible/r_782_TranscriptDonaldTrum.txt,Transcript: Donald Trump’s Foreign Policy Speech,0,27356,4712,4/28/2016,0,153.1,0
0,689,http://www.cnn.com/2016/04/29/politics/donald-trump-bernie-sanders/,./credible/r_449_DonaldTrumpsnewtarge.txt,Donald Trumps new target: Bernie Sanders supporters,2,5569,909,4/29/2016,0,14.2,0.999997854233
0,697,http://www.reuters.com/article/us-usa-election-idUSKCN0XP1A3,./credible/r_987_TrumpattacksClintono.txt,Trump attacks Clinton on gender risking backlash from women,2,5611,920,4/29/2016,-0.1,14.3,0.100913137197
0,895,http://www.reuters.com/article/us-usa-election-trump-idUSKCN0XO10R,./credible/r_1086_TrumpsAmericafirsts.txt,Trumps America first speech alarms US allies,1,7465,1173,4/29/2016,0,19.7,0.000165270990692
0,178,http://www.bbc.com/news/election-us-2016-36173172,./credible/r_260_DonaldTrumpspeechdel.txt,Donald Trump speech delayed by protesters in California,0,2446,390,4/30/2016,0,7.3,0
0,239,http://www.nytimes.com/politics/first-draft/2016/04/30/pete-wilson-of-california-backs-ted-cruz-and-warns-of-donald-trump/,./credible/r_793_PeteWilsonofCaliforn.txt,Pete Wilson of California Backs Ted Cruz and Warns of Donald Trump,3,2827,441,4/30/2016,0,5.6,0
0,621,http://www.nytimes.com/2016/05/01/us/politics/obama-needles-clinton-and-gop-field-at-correspondents-dinner.html,./credible/r_758_ObamaNeedlesClintona.txt,Obama Needles Clinton and GOP Field at Correspondents’ Dinner,1,5095,850,5/1/2016,0,19.4,0.999853163958
0,968,http://www.reuters.com/article/us-usa-obama-dinner-idUSKCN0XR0LA,./credible/r_1062_ObamatorchesTrumpat.txt,Obama torches Trump at his final Washington correspondents dinner,1,8610,1287,5/1/2016,0.3,31.8,0.999793649038
0,729,http://www.reuters.com/article/us-usa-election-trump-idUSKCN0XS1AE,./credible/r_969_EyeinganIndianavicto.txt,Eyeing an Indiana victory Trump says Its over,2,5769,926,5/2/2016,0.1,14.8,0.999998152256
0,910,http://www.bbc.co.uk/news/uk-england-36131630,./credible/r_298_KeeganDownerShortsad.txt,Keegan Downer: Short sad life of murdered baby,2,7727,1304,5/3/2016,0,30.5,0
0,37,http://www.abcnews.go.com/Politics/hillary-clinton-leads-donald-trump-double-digits-national/story?id=38865827,./credible/r_12_HillaryClintonLeadsDo.txt,Hillary Clinton Leads Donald Trump by Double Digits in New National Poll,2,1240,198,5/4/2016,0,4.1,0.978210806847
0,302,http://www.bbc.co.uk/news/election-2016-scotland-36205184,./credible/r_277_Holyrood2016Howtovot.txt,Holyrood 2016: How to vote in the Scottish Parliament election,0,3241,574,5/4/2016,0,10.6,0
0,336,http://www.cnn.com/2016/05/04/politics/hillary-clinton-donald-trump-poll-general-election/,./credible/r_447_AtthestartinggateCli.txt,At the starting gate: Clinton leads Trump by double-digits,2,3490,580,5/4/2016,0,7.7,0.999976277351
0,344,http://www.cbsnews.com/news/rnc-chair-reince-priebus-donald-trump-will-be-the-presumptive-nominee/,./credible/r_341_RNCchairDonaldTrumpw.txt,RNC chair: Donald Trump will be the presumptive nominee,1,3521,598,5/4/2016,0,11.3,0.966314524412
0,804,http://www.bbc.com/news/election-us-2016-36200002,./credible/r_161_USelectionWhatwillCl.txt,US election: What will Clinton v Trump look like?,2,6369,1062,5/4/2016,0,20.4,0.919514775276
0,136,http://www.abcnews.go.com/Entertainment/norwegian-navy-officer-instagram-star-viking-charm/story?id=38869238,./credible/r_151_NorwegianNavyOfficer.txt,Norwegian Navy Officer Becomes Instagram Star for Viking Charm,2,2216,382,5/5/2016,0.1,11.8,0.999996602535
0,831,http://www.nytimes.com/2016/05/05/us/utah-abortion-law-fetal-anesthesia.html,./credible/r_766_WhenCanFetusesFeelPa.txt,When Can Fetuses Feel Pain? Utah Abortion Law and Doctors Are at Odds,1,6649,1112,5/5/2016,-0.2,22.5,0
0,907,http://www.nytimes.com/2016/05/05/us/politics/trump-gop.html,./credible/r_677_WithDonaldTrumpinCha.txt,With Donald Trump in Charge Republicans Have a Day of Reckoning,3,7658,1255,5/5/2016,0,21.5,0.999346107244
0,108,http://www.bbc.co.uk/news/world-us-canada-36215048,./credible/r_287_DonaldTrumpdeclaresH.txt,Donald Trump declares Hispanic love with tacos,0,1928,313,5/6/2016,0,7.9,0.963600903749
0,49,http://www.cnn.com/2016/05/06/politics/donald-trump-hillary-clinton-enabler-bill-clinton/,./credible/r_459_TrumpHillaryClintona.txt,Trump: Hillary Clinton a nasty mean enabler,1,1358,221,5/7/2016,-0.4,5.2,0.00016036562738
0,817,http://www.nytimes.com/2016/05/07/us/politics/donald-trump-seeks-republican-unity-but-finds-rejection.html,./credible/r_688_DonaldTrumpSeeksRepu.txt,Donald Trump Seeks Republican Unity but Finds Rejection,1,6453,1053,5/7/2016,0,17.3,0.859754323959
0,88,http://www.abcnews.go.com/Politics/donald-trump-paul-ryan-people/story?id=38942373,./credible/r_18_DonaldTrumptoPaulRyan.txt,Donald Trump to Paul Ryan: This is What the People Want,2,1716,302,5/8/2016,0,5.8,0.999040722847
0,269,http://www.foxnews.com/politics/2016/05/08/in-battle-for-women-s-vote-trump-cites-bill-clinton-infidelity-as-hillary-shrugs-off-personal-attacks.html,./credible/r_558_Inbattleforwomensvot.txt,In battle for women’s vote Trump cites Bill Clinton infidelity as Hillary shrugs off personal attacks,0,3003,502,5/8/2016,-0.1,9.4,0
0,830,http://www.bbc.com/news/election-us-2016-36232271,./credible/r_181_TrumpvClintononforei.txt,Trump v Clinton on foreign policy,2,6639,1099,5/8/2016,0,16.1,0.999998688698
0,52,http://www.nytimes.com/politics/first-draft/2016/05/09/donald-trump-says-new-london-mayor-could-be-exception-to-his-ban-on-muslims/,./credible/r_804_DonaldTrumpSaysSadiq.txt,Donald Trump Says Sadiq Khan New London Mayor Could Be Exception to His Muslim Ban,1,1363,243,5/9/2016,0.3,4.1,0.998218238354
0,205,http://www.cnn.com/2016/05/09/politics/donald-trump-hillary-clinton/,./credible/r_500_DonaldTrumpHillaryCl.txt,Donald Trump: Hillary Clinton enabler attack justified,1,2667,453,5/9/2016,-0.1,10.6,0
0,257,http://www.cbsnews.com/news/donald-trump-wont-rule-out-removing-paul-ryan-as-convention-chairman/,./credible/r_353_DonaldTrumpwontruleo.txt,Donald Trump wont rule out removing Paul Ryan as convention chairman,1,2930,510,5/9/2016,0.1,12.7,0.999999284744
0,419,http://www.reuters.com/article/us-usa-election-anti-vote-idUSKCN0XX06E,./credible/r_976_ExclusiveTopreasonAm.txt,Exclusive: Top reason Americans will vote for Trump: To stop Clinton - poll,1,3993,644,5/9/2016,0,12.1,0.999988883734
0,466,http://www.cbsnews.com/news/hillary-clinton-only-needs-17-percent-of-remaining-delegates-to-clinch-nomination/,./credible/r_400_HillaryClintononlyne.txt,Hillary Clinton only needs 17 percent of remaining delegates to clinch nomination,0,4278,720,5/9/2016,0,11.6,0.999998390675
0,955,http://www.washingtonpost.com/politics/how-donald-trump-is-running-to-the-left-of-hillary-clinton/2016/05/09/ebde82da-147c-11e6-8967-7ac733c56f12_story.html,./credible/r_871_HowDonaldTrumpisrunn.txt,How Donald Trump is running to the left of Hillary Clinton,6,8442,1394,5/9/2016,0,27.6,0.00316882878542
0,201,http://www.foxnews.com/politics/2016/05/10/swing-state-polls-show-clinton-trump-in-airtight-race.html,./credible/r_590_SwingstatepollsshowC.txt,Swing state polls show Clinton Trump in airtight race,0,2633,420,5/10/2016,0,5.4,0.922177135944
0,642,http://www.bbc.com/news/world-asia-36253612,./credible/r_253_PhilippineselectionM.txt,Philippines election: Maverick Rodrigo Duterte wins presidency,0,5258,838,5/10/2016,0,16,0
0,975,http://www.cnn.com/2016/05/10/politics/donald-trump-gop-donors/,./credible/r_492_DonaldTrumpneedscash.txt,Donald Trump needs cash but donors not opening wallets,2,8758,1439,5/10/2016,0.1,20,0.999998360872
0,64,http://www.abcnews.go.com/Politics/donald-trump-projected-winner-west-virginia-republican-primary/story?id=39015287,./credible/r_78_DonaldTrumpProjecteda.txt,Donald Trump Projected as Winner of West Virginia Nebraska Republican Primaries,2,1447,236,5/11/2016,0.1,4.9,1.0
0,366,http://www.reuters.com/article/us-usa-election-poll-idUSKCN0Y21TN,./credible/r_1007_ExclusiveTrumpsurge.txt,Exclusive: Trump surges in support almost even with Clinton in national US poll,1,3649,574,5/11/2016,0.1,7.6,0.999999970198
0,514,http://www.bbc.com/news/election-us-2016-36263245,./credible/r_220_BernieSandersbeatsCl.txt,Bernie Sanders beats Clinton in West Virginia primary,0,4526,749,5/11/2016,0,15,0.999979048967
0,593,http://www.nytimes.com/2016/05/11/us/politics/bernie-sanders-west-virginia.html,./credible/r_728_BernieSandersWinsWes.txt,Bernie Sanders Wins West Virginia Prolonging Race With Hillary Clinton,1,4971,825,5/11/2016,0,11.8,0.0203900840133
0,614,http://www.foxnews.com/politics/2016/05/11/ap-interview-donald-trump-says-hes-narrowed-vp-shortlist.html,./credible/r_568_APInterviewTrumpsays.txt,AP Interview: Trump says hes unlikely to release tax returns before election,0,5083,837,5/11/2016,0,13.7,0.941242843866
0,620,http://www.nytimes.com/2016/05/11/world/asia/philippines-election-rodrigo-duterte-president.html,./credible/r_779_RodrigoDutertesRival.txt,Rodrigo Duterte’s Rivals Concede in Philippine Election,2,5092,845,5/11/2016,0,14.1,0
0,130,http://www.reuters.com/article/us-usa-election-trump-gingrich-idUSKCN0Y307N,./credible/r_1019_Gingrichdoesntruleo.txt,Gingrich doesnt rule out Trump VP role,1,2172,363,5/12/2016,0,6.5,0.999998360872
0,255,http://www.abcnews.go.com/Politics/paul-ryan-ready-endorse-donald-trump-meeting/story?id=39050776,./credible/r_55_PaulRyanStillNotReady.txt,Paul Ryan Still Not Ready to Endorse Donald Trump After Meeting,2,2919,466,5/12/2016,0.3,11,0.999999970198
0,394,http://www.cbsnews.com/news/gop-rift-house-speaker-paul-ryan-meets-with-donald-trump/,./credible/r_401_CanDonaldTrumpandPau.txt,Can Donald Trump and Paul Ryan mend their rift?,0,3857,631,5/12/2016,0,11.6,0
0,491,http://www.bbc.com/news/election-us-2016-36278172,./credible/r_223_USelectionTrumpandRy.txt,US election: Trump and Ryan totally committed to party unity,0,4369,701,5/12/2016,0.1,20.2,0.998003035784
0,1002,http://www.washingtonpost.com/news/fact-checker/wp/2016/05/12/trumps-false-claim-that-theres-nothing-to-learn-from-his-tax-returns/,./credible/r_901_Trumpsfalseclaimthat.txt,Trump’s false claim that ‘there’s nothing to learn’ from his tax returns,2,9808,1651,5/12/2016,0,27.7,0.990621030331
0,511,http://www.nytimes.com/2016/05/13/us/politics/donald-trump-wont-alter-tax-plan-spokeswoman-says-as-confusion-reigns.html,./credible/r_798_DonaldTrumpWontAlter.txt,Donald Trump Won’t Alter Tax Plan Spokeswoman Says as Confusion Reigns,1,4487,769,5/13/2016,0,14.7,0.999997615814
0,927,http://www.nytimes.com/2016/05/13/us/politics/donald-trump-paul-ryan-gop.html,./credible/r_723_DonaldTrumpandPaulRy.txt,Donald Trump and Paul Ryan Show Signs of Thaw,2,7981,1307,5/13/2016,0,20.6,1.0
0,99,http://www.fox4news.com/news/141447729-story,./credible/r_621_Cruztalkstransgender.txt,Cruz talks transgender bathrooms at Texas GOP convention avoids the topic of Trump,0,1845,307,5/14/2016,0,4.4,0.0292615965009
0,1036,http://www.washingtonpost.com/politics/even-supporters-agree-clinton-has-weaknesses-as-a-candidate-what-can-she-do/2016/05/15/132f4d7e-1874-11e6-924d-838753295f9a_story.html,./credible/r_860_EvensupportersagreeC.txt,Even supporters agree: Clinton has weaknesses as a candidate What can she do?,5,11708,1901,5/15/2016,0,29.2,0.00777796655893
0,80,http://www.abcnews.go.com/Politics/bill-clinton-charge-revitalizing-economy-hillary-clinton/story?id=39132832,./credible/r_50_BillClintonWouldBeinC.txt,Bill Clinton Would Be in Charge of Revitalizing the Economy Hillary Clinton Says,2,1617,291,5/16/2016,0,3.1,0.994185419277
0,369,http://www.washingtonpost.com/news/post-politics/wp/2016/05/16/trump-rescind-obamas-transgender-directives-but-protect-everybody/,./credible/r_936_TrumpRescindObamastr.txt,Trump: Rescind Obama’s transgender directives but ‘protect everybody’,5,3670,586,5/16/2016,0,11.4,0.985430270433
0,670,http://www.bbc.co.uk/news/world-europe-36303688,./credible/r_320_AngelinaJoliePittRef.txt,Angelina Jolie Pitt: Refugee system breaking down,0,5433,917,5/16/2016,0,18.4,0
0,778,http://www.cbsnews.com/news/hillary-clinton-goes-all-in-on-kentucky-primary/,./credible/r_405_HillaryClintongoesal.txt,Hillary Clinton goes all-in on Kentucky primary,1,6155,1058,5/16/2016,0,13.9,0.999998599291
0,39,http://www.reuters.com/article/us-usa-election-trump-taxes-idUSKCN0Y82KO,./credible/r_1044_DonaldTrumpfilesdis.txt,Donald Trump files disclosure of $10 billion in net worth,1,1247,197,5/17/2016,0.1,3.1,0.96563577652
0,790,http://www.cnn.com/2016/05/17/politics/primary-results-highlights/,./credible/r_516_ClintonwinsKentuckyS.txt,Clinton wins Kentucky Sanders takes Oregon,1,6266,1024,5/17/2016,0,15.8,0
0,809,http://www.nytimes.com/2016/05/17/us/politics/bill-hillary-clinton-administration-economy.html,./credible/r_714_HillaryClintonShapes.txt,Hillary Clinton Shapes Potential New Role for Bill Clinton,1,6391,1039,5/17/2016,0,15.8,0.999994218349
0,890,http://www.nytimes.com/2016/05/17/us/politics/donald-trump-hillary-clinton.html,./credible/r_748_LittleIsOffLimitsasD.txt,Little Is Off Limits as Donald Trump Plans Attacks on Hillary Clinton’s Character,1,7385,1229,5/17/2016,0,22.8,0.0715307816863
0,475,http://www.cbsnews.com/news/what-are-donald-trumps-most-notable-sources-of-income/,./credible/r_429_WhatareDonaldTrumpsm.txt,What are Donald Trumps most notable sources of income?,1,4303,684,5/18/2016,0.3,16.2,0.999984443188
0,496,http://www.bbc.com/news/election-us-2016-36308494,./credible/r_215_Clintondeclaresvicto.txt,Clinton declares victory in Kentucky Sanders wins Oregon,0,4422,720,5/18/2016,0,15.3,0.999998509884
0,843,http://www.bbc.com/news/election-us-2016-36318446,./credible/r_241_KissingKissingerando.txt,Kissing Kissinger and other Trump pivots,2,6786,1113,5/18/2016,0,23.7,0.999998569489
0,901,http://www.bbc.co.uk/news/technology-36326627,./credible/r_324_Googlesconversationb.txt,Googles conversation-based Assistant takes on Amazon,0,7564,1227,5/18/2016,0.1,27.1,0.999999940395
0,974,http://www.reuters.com/article/us-usa-election-idUSKCN0Y816G,./credible/r_1035_DemocratsClintonSan.txt,Democrats Clinton Sanders split nominating contests in Oregon Kentucky,2,8756,1337,5/18/2016,0,25.5,1.0
0,200,http://www.foxnews.com/politics/2016/05/19/trump-refers-to-alleged-bill-clinton-sexual-indiscretions-as-rape.html,./credible/r_561_Trumpreferstoalleged.txt,Trump refers to alleged Bill Clinton assault as ‘rape’,0,2625,414,5/19/2016,-0.2,9.4,0
0,249,http://www.bbc.com/news/election-us-2016-36335319,./credible/r_194_HillaryClintonsaysra.txt,Hillary Clinton says race against Bernie Sanders is done,0,2894,473,5/19/2016,-0.1,8.5,0.997867524624
0,532,http://www.abcnews.go.com/Politics/learned-donald-trumps-personal-financial-disclosure-form/story?id=39201218,./credible/r_86_7ThingsWeLearnedFromD.txt,7 Things We Learned From Donald Trump’s Personal Finance Disclosure Form,4,4638,777,5/19/2016,0,11,0.999999910593
0,585,http://www.cnn.com/2016/05/19/politics/hillary-clinton-on-egyptair-shines-a-very-bright-light-on-threat-of-terror/,./credible/r_476_HillaryClintonDonald.txt,Hillary Clinton: Donald Trump not qualified to be president,1,4942,808,5/19/2016,-0.1,11.4,0.997676551342
0,783,http://www.cbsnews.com/news/cbsnyt-poll-how-do-voters-view-donald-trump-and-hillary-clinton/,./credible/r_372_CBSNYTpollHowdovoter.txt,CBSNYT poll: How do voters view Donald Trump and Hillary Clinton?,0,6175,995,5/19/2016,0,18.5,1.0
0,284,http://www.bbc.co.uk/news/entertainment-arts-36340225,./credible/r_329_FoundingmemberofBeas.txt,Founding member of Beastie Boys John Berry dies aged 52,0,3106,532,5/20/2016,0,8.8,0.836718827486
0,1033,http://www.abcnews.go.com/Politics/post-primary-rally-boosts-trump-albeit-challenges-aplenty/story?id=39265102,./credible/r_37_APostPrimaryRallyBoos.txt,A Post-Primary Rally Boosts Trump Albeit With Challenges Aplenty (POLL),1,11483,1795,5/22/2016,0,33.7,1.0
0,82,http://www.bbc.co.uk/news/entertainment-arts-36361539,./credible/r_333_SirLennyHenryjoinsBr.txt,Sir Lenny Henry joins Broadchurch cast for final series,0,1660,269,5/23/2016,0,5,0.998969495296
0,57,http://www.cbsnews.com/news/dutch-police-use-eagles-to-take-down-illegal-drones/,./credible/r_435_WatchoutdronesThisba.txt,Watch out drones: This bald eagle can take you down,1,1397,243,5/24/2016,0.1,4.2,0.98914295435
0,887,http://www.washingtonpost.com/news/fact-checker/wp/2016/05/24/trumps-flip-flop-on-whether-the-bill-clinton-sex-scandals-are-important/,./credible/r_849_Trumpsflipfloponwhet.txt,Trump’s flip-flop on whether the Bill Clinton sex scandals are important,2,7333,1232,5/24/2016,0,35.3,0
0,297,http://www.bbc.co.uk/news/election-us-2016-36382104,./credible/r_282_Statedepartmentfault.txt,State department faults Clinton over email security,0,3206,525,5/25/2016,-0.3,8.9,0.0129697658122
0,375,http://www.abcnews.go.com/Politics/hillary-clintons-pronged-approach-attacking-donald-trump-campaign/story?id=39349831,./credible/r_65_HillaryClintons3Prong.txt,Hillary Clintons 3-Pronged Approach to Attacking Donald Trump on the Campaign Trail,2,3696,626,5/25/2016,0,11.3,0
0,401,http://www.foxnews.com/politics/2016/05/25/trump-easily-wins-washington-primary-moves-closer-to-securing-gop-nomination.html,./credible/r_575_TrumpeasilywinsWashi.txt,Trump easily wins Washington primary moves closer to securing GOP nomination,0,3883,634,5/25/2016,0,9.6,0.999999791384
0,420,http://www.cnn.com/2016/05/24/politics/donald-trump-albuquerque-protesters-police/,./credible/r_479_Trumpprotesterssmash.txt,Trump protesters smash door break through barriers,3,3995,634,5/25/2016,-0.1,13.7,0.0
0,813,http://www.reuters.com/article/us-usa-election-idUSKCN0YF2GQ,./credible/r_995_ClintonknocksTrumpfo.txt,Clinton knocks Trump for cheering housing bubble burst,1,6409,1011,5/25/2016,0,18.1,0.0011254089186
0,275,http://www.cbsnews.com/news/trump-tells-kimmel-hed-be-willing-to-debate-sanders-for-charity/,./credible/r_381_KimmelasksTrumpifhew.txt,Kimmel asks Trump if he would debate Sanders,0,3058,510,5/26/2016,-0.1,7.9,0.999990314245
0,340,http://www.bbc.com/news/world-us-canada-36392084,./credible/r_191_USelectionTrumpwinse.txt,US election: Trump wins enough delegates for Republican nomination,0,3505,580,5/26/2016,0,9.2,0.999202340841
0,599,http://www.nytimes.com/2016/05/26/us/politics/donald-trump-gov-susana-martinez-new-mexico.html,./credible/r_703_DonaldTrumpGivesGovS.txt,Donald Trump Gives Gov Susana Martinez a Poor Performance Review,2,4992,825,5/26/2016,-0.1,17.8,0.0104196565226
0,681,http://www.foxnews.com/politics/2016/05/26/trump-reaches-delegate-number-to-clinch-gop-nomination.html,./credible/r_564_Trumpreachesdelegate.txt,Trump reaches delegate number to clinch GOP nomination,0,5505,901,5/26/2016,0,21.4,0.00015768733283
0,734,http://www.reuters.com/article/us-usa-election-idUSKCN0YG1VB,./credible/r_1009_Eightprotestersarre.txt,Eight protesters arrested at Trump rally in California,2,5796,902,5/26/2016,0,16.3,0
0,40,http://www.cnn.com/2016/05/27/politics/trump-says-he-will-not-debate-sanders/,./credible/r_490_Trumpsayshewillnotde.txt,Trump says he will not debate Sanders,1,1250,201,5/27/2016,-0.3,3,0.0429108627141
0,240,http://www.bbc.com/news/election-us-2016-36401179,./credible/r_196_DonaldTrumpbacksouto.txt,Donald Trump backs out of debate with Bernie Sanders,0,2837,468,5/27/2016,0,6.1,0
0,403,http://www.washingtonpost.com/news/post-politics/wp/2016/05/27/in-san-diego-trump-shames-local-mexican-judge-as-protesters-storm-streets/,./credible/r_853_InSanDiegoTrumpshame.txt,In San Diego Trump shames local ‘Mexican’ judge as protesters storm streets,7,3896,640,5/27/2016,0,15.5,0
0,666,http://www.reuters.com/article/us-usa-election-idUSKCN0YH1ST,./credible/r_1003_TrumpSandersexplore.txt,Trump Sanders explore staging unusual presidential debate,1,5412,876,5/27/2016,0,16.5,1.0
0,400,http://www.cbsnews.com/news/donald-trump-protesters-violent-california-rally-gop-election-2016/,./credible/r_378_ViolenceasTrumpbring.txt,Violence as Trump brings immigration rhetoric to border,0,3883,629,5/28/2016,-0.1,15.6,0
0,961,http://www.nytimes.com/2016/05/29/us/politics/hillary-clinton-donald-trump.html,./credible/r_712_HillaryClintonStrugg.txt,Hillary Clinton Struggles to Find Footing in Unusual Race,3,8524,1394,5/29/2016,0,23.6,0.955426126719
0,100,http://www.fox4news.com/news/150032765-story,./credible/r_619_Hackedconstructionsi.txt,Hacked construction signs call Trump a shape shifting lizard,0,1855,313,5/31/2016,-0.3,6.2,0.000218140994548
0,321,http://www.cbsnews.com/news/donald-trump-announces-5-6-million-in-donations-to-veterans-groups/,./credible/r_406_DonaldTrumpannounces.txt,Donald Trump announces $56 million in donations to veterans groups,1,3379,570,5/31/2016,-0.1,8.6,0.0105265909806
0,361,http://www.foxnews.com/politics/2016/05/31/trump-releases-details-from-vet-fundraiser-slams-media.html,./credible/r_601_Trumpreleasesdetails.txt,Trump releases details from vet fundraiser slams media,0,3632,571,5/31/2016,-0.1,12,0.000558279105462
0,672,http://www.cnn.com/2016/05/31/politics/donald-trump-veterans-announcement/,./credible/r_519_Trumplaunchesallouta.txt,Trump launches all-out attack on the press,1,5447,899,5/31/2016,-0.1,16.3,0
0,846,http://www.bbc.com/news/election-us-2016-36422611,./credible/r_255_Trumplambastsmediafo.txt,Trump lambasts media for questioning veteran donations,2,6802,1201,5/31/2016,0,23.9,0
0,92,http://www.cbsnews.com/media/7-things-that-stand-out-in-the-trump-university-documents/,./credible/r_428_7thingsthatstandouti.txt,7 things that stand out in the Trump University documents,0,1785,269,6/1/2016,0,4.4,0.755343258381
0,395,http://www.abcnews.go.com/Politics/donald-trumps-sizable-lead-white-male-voters-increases/story?id=39526363,./credible/r_19_DonaldTrumpsSizableLe.txt,Donald Trumps Sizable Lead Among White Male Voters Increases,2,3858,639,6/1/2016,0.1,9.6,0.999999433756
0,657,http://www.nytimes.com/2016/06/01/us/politics/donald-trump-veterans-affairs-donation.html,./credible/r_744_DonaldTrumpLashesOut.txt,Donald Trump Lashes Out at Media While Detailing Gifts to Veterans,2,5333,869,6/1/2016,-0.2,20.8,0.0403810963035
0,444,http://www.washingtonpost.com/news/the-fix/wp/2016/06/02/dan-rather-scolds-donald-trump-on-journalism/,./credible/r_925_DanRatherscoldsDonal.txt,Dan Rather scolds Donald Trump on journalism,1,4137,669,6/2/2016,0,15.6,0
0,965,http://www.cnn.com/2016/06/02/politics/hillary-clinton-donald-trump-foreign-policy-speech/,./credible/r_457_HillaryClintonsevisc.txt,Hillary Clintons evisceration of Donald Trump,2,8557,1406,6/2/2016,-0.1,24.9,0
0,103,http://www.cnn.com/2016/06/02/politics/donald-trump-judge-mexican-heritage-conflict-of-interest/,./credible/r_469_TrumpJudgewithMexica.txt,Trump: Judge with Mexican heritage has an inherent conflict of interest,1,1877,309,6/3/2016,0,4.2,0.000498463166878
0,341,http://www.bbc.com/news/world-us-canada-36439151,./credible/r_179_HillaryClintonDonald.txt,Hillary Clinton: Donald Trump is dangerously incoherent,0,3514,550,6/3/2016,-0.2,12.4,0
0,728,http://www.nytimes.com/2016/06/03/us/politics/paul-ryan-donald-trump.html,./credible/r_784_SpeakerPaulRyanAfter.txt,Speaker Paul Ryan After an Awkward Courtship Endorses Donald Trump,2,5767,951,6/3/2016,0,23.5,0.999999433756
0,733,http://www.reuters.com/article/us-usa-election-clinton-trump-idUSKCN0YO09V,./credible/r_1034_ClintonattacksTrump.txt,Clinton attacks Trumps foreign policy as a threat to US safety,1,5794,927,6/3/2016,-0.2,15.6,0
0,918,http://www.nytimes.com/2016/06/03/us/politics/hillary-clinton-donald-trump.html,./credible/r_683_HillaryClintonWarnsT.txt,Hillary Clinton Warns That Donald Trump’s ‘Thin Skin’ Would Set Off War or Economic Crisis,2,7868,1298,6/3/2016,-0.1,25.4,0.000139020790812
0,227,http://www.reuters.com/article/us-usa-election-poll-idUSKCN0YP2EX,./credible/r_973_Clintonopensupdouble.txt,Clinton opens up double-digit lead over Trump nationwide: ReutersIpsos poll,1,2752,450,6/4/2016,-0.1,7.3,0.00862248335034
0,687,http://www.reuters.com/article/us-usa-election-protests-idUSKCN0YP0FN,./credible/r_1089_TrumpcampaignsinCal.txt,Trump campaigns in California denounces protesters at rally as thugs,1,5560,882,6/4/2016,0,15.7,0
0,759,http://www.nytimes.com/2016/06/04/us/politics/donald-trump-protest.html,./credible/r_780_AntiTrumpVoicesAmpli.txt,Anti-Trump Voices Amplify on Internet With Violent Results,2,5994,981,6/4/2016,-0.1,19,0.0
0,504,http://www.foxnews.com/politics/2016/06/05/gingrich-trump-remarks-about-judge-mistake-inexcusable.html,./credible/r_556_GingrichTrumpremarks.txt,Gingrich: Trump remarks about judge mistake inexcusable,0,4467,711,6/5/2016,-0.1,15.2,0
0,615,http://www.cbsnews.com/news/poll-hillary-clinton-bernie-sanders-down-to-the-wire-in-california/,./credible/r_348_PollHillaryClintonBe.txt,Poll: Hillary Clinton Bernie Sanders down to the wire in California,0,5086,831,6/5/2016,0,13.1,0.999999850988
0,680,http://www.cbsnews.com/news/donald-trump-its-possible-muslim-judge-would-treat-me-unfairly/,./credible/r_359_TrumpItspossibleaMus.txt,Trump: Its possible a Muslim judge would be unfair,1,5492,924,6/5/2016,0,25.9,0.989365816116
